prompt_id,left_model,right_model,left_phase,right_phase,left_repetition,right_repetition,left_row_index,right_row_index,pair_type,cosine_similarity,model_pair,embedding_correlation,run_label,run_order
factual_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,604,804,cross-model agreement,0.9654198331494929,DeepSeek-V4-Flash vs gpt-4.1-mini,0.964916237071162,Warm 2,2
factual_005,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,704,804,cross-model agreement,0.9600281223993443,gpt-4.1-mini vs gpt-5.4,0.9594419451579836,Warm 2,2
factual_006,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,5,105,cross-model agreement,0.9655563113395194,DeepSeek-V4-Flash vs gpt-5.4,0.9650187632791941,Cold 0,0
factual_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,5,205,cross-model agreement,0.9701619932060251,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9696992685971922,Cold 0,0
factual_006,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,105,205,cross-model agreement,0.9650912871038255,gpt-4.1-mini vs gpt-5.4,0.9645412771444589,Cold 0,0
factual_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,305,405,cross-model agreement,0.9670558862783958,DeepSeek-V4-Flash vs gpt-5.4,0.9664956865581784,Warm 1,1
factual_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,305,505,cross-model agreement,0.9714716230141719,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9709893568723164,Warm 1,1
factual_006,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,405,505,cross-model agreement,0.9666190012028798,gpt-4.1-mini vs gpt-5.4,0.9660462266049625,Warm 1,1
factual_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,605,705,cross-model agreement,0.9654287443298368,DeepSeek-V4-Flash vs gpt-5.4,0.9649119888724647,Warm 2,2
factual_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,605,805,cross-model agreement,0.97005053970484,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9696057945120374,Warm 2,2
factual_006,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,705,805,cross-model agreement,0.9649612927585417,gpt-4.1-mini vs gpt-5.4,0.9644324865627016,Warm 2,2
factual_007,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,6,106,cross-model agreement,0.9392835982320792,DeepSeek-V4-Flash vs gpt-5.4,0.9385683292186762,Cold 0,0
factual_007,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,6,206,cross-model agreement,0.9468927712076028,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9462738585297876,Cold 0,0
factual_007,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,106,206,cross-model agreement,0.9388155923329788,gpt-4.1-mini vs gpt-5.4,0.9380946269143488,Cold 0,0
factual_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,306,406,cross-model agreement,0.9437940472557177,DeepSeek-V4-Flash vs gpt-5.4,0.9430491988304285,Warm 1,1
factual_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,306,506,cross-model agreement,0.9509041330383874,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9502597215478967,Warm 1,1
factual_007,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,406,506,cross-model agreement,0.9433593056395904,gpt-4.1-mini vs gpt-5.4,0.9426085322768832,Warm 1,1
factual_007,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,606,706,cross-model agreement,0.93776309323271,DeepSeek-V4-Flash vs gpt-5.4,0.9370633023495386,Warm 2,2
factual_007,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,606,806,cross-model agreement,0.945538091773459,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9449326081248504,Warm 2,2
factual_007,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,706,806,cross-model agreement,0.9372839292083215,gpt-4.1-mini vs gpt-5.4,0.9365785594966752,Warm 2,2
factual_008,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,7,107,cross-model agreement,0.9623488465725951,DeepSeek-V4-Flash vs gpt-5.4,0.9618025328035277,Cold 0,0
factual_008,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,7,207,cross-model agreement,0.9672751135970952,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9668028731487213,Cold 0,0
factual_008,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,107,207,cross-model agreement,0.9618366047940182,gpt-4.1-mini vs gpt-5.4,0.9612773432021123,Cold 0,0
factual_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,307,407,cross-model agreement,0.9639161595985262,DeepSeek-V4-Flash vs gpt-5.4,0.9633411337010153,Warm 1,1
factual_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,307,507,cross-model agreement,0.9686528303129044,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9681557630680748,Warm 1,1
factual_008,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,407,507,cross-model agreement,0.963433696813902,gpt-4.1-mini vs gpt-5.4,0.9628454783152639,Warm 1,1
factual_008,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,607,707,cross-model agreement,0.9621963606909809,DeepSeek-V4-Flash vs gpt-5.4,0.9616728768348637,Warm 2,2
factual_008,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,607,807,cross-model agreement,0.9671410011179878,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9666885975429769,Warm 2,2
factual_008,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,707,807,cross-model agreement,0.9616811818320431,gpt-4.1-mini vs gpt-5.4,0.9611452082710613,Warm 2,2
factual_009,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,8,108,cross-model agreement,0.9584428572884593,DeepSeek-V4-Flash vs gpt-5.4,0.9578308466158993,Cold 0,0
factual_009,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,8,208,cross-model agreement,0.9636155838796326,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9630821153037717,Cold 0,0
factual_009,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,108,208,cross-model agreement,0.9581156549875057,gpt-4.1-mini vs gpt-5.4,0.957498700767254,Cold 0,0
factual_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,308,408,cross-model agreement,0.9606065676619353,DeepSeek-V4-Flash vs gpt-5.4,0.959969837893023,Warm 1,1
factual_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,308,508,cross-model agreement,0.9655443059532113,DeepSeek-V4-Flash vs gpt-4.1-mini,0.964989534403174,Warm 1,1
factual_009,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,408,508,cross-model agreement,0.9602960079165186,gpt-4.1-mini vs gpt-5.4,0.9596541430430887,Warm 1,1
factual_009,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,608,708,cross-model agreement,0.9577361413125731,DeepSeek-V4-Flash vs gpt-5.4,0.9571356585051848,Warm 2,2
factual_009,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,608,808,cross-model agreement,0.9629847927027297,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9624613313048295,Warm 2,2
factual_009,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,708,808,cross-model agreement,0.9574035127779259,gpt-4.1-mini vs gpt-5.4,0.9567981755106538,Warm 2,2
factual_010,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,9,109,cross-model agreement,0.9741580473096701,DeepSeek-V4-Flash vs gpt-5.4,0.973738571203032,Cold 0,0
factual_010,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,9,209,cross-model agreement,0.9776223906445368,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9772609147438145,Cold 0,0
factual_010,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,109,209,cross-model agreement,0.9738518980233721,gpt-4.1-mini vs gpt-5.4,0.9734243571896621,Cold 0,0
factual_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,309,409,cross-model agreement,0.9749061387867342,DeepSeek-V4-Flash vs gpt-5.4,0.9744655799517443,Warm 1,1
factual_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,309,509,cross-model agreement,0.9782752892863569,DeepSeek-V4-Flash vs gpt-4.1-mini,0.977895610605824,Warm 1,1
factual_010,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,409,509,cross-model agreement,0.9746116317244445,gpt-4.1-mini vs gpt-5.4,0.9741627806145299,Warm 1,1
factual_010,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,609,709,cross-model agreement,0.9740863059830676,DeepSeek-V4-Flash vs gpt-5.4,0.9736809376304248,Warm 2,2
factual_010,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,609,809,cross-model agreement,0.9775597621234744,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9772104877536487,Warm 2,2
factual_010,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,709,809,cross-model agreement,0.9737790314127055,gpt-4.1-mini vs gpt-5.4,0.9733658324792087,Warm 2,2
math_001,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,10,110,cross-model agreement,0.9439013641259479,DeepSeek-V4-Flash vs gpt-5.4,0.94318988911724,Cold 0,0
math_001,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,10,210,cross-model agreement,0.9507825557740843,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9501628097076089,Cold 0,0
math_001,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,110,210,cross-model agreement,0.9434654966391945,gpt-4.1-mini vs gpt-5.4,0.9427483354502721,Cold 0,0
math_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,310,410,cross-model agreement,0.9477738139999066,DeepSeek-V4-Flash vs gpt-5.4,0.9470345571587948,Warm 1,1
math_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,310,510,cross-model agreement,0.9542469875207614,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9536034234083189,Warm 1,1
math_001,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,410,510,cross-model agreement,0.9473669584939777,gpt-4.1-mini vs gpt-5.4,0.9466218000985447,Warm 1,1
math_001,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,610,710,cross-model agreement,0.9426057697504042,DeepSeek-V4-Flash vs gpt-5.4,0.9419086681608908,Warm 2,2
math_001,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,610,810,cross-model agreement,0.949621222913769,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9490139371021393,Warm 2,2
math_001,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,710,810,cross-model agreement,0.9421602323436861,gpt-4.1-mini vs gpt-5.4,0.9414575545780036,Warm 2,2
math_002,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,11,111,cross-model agreement,0.9658799508511614,DeepSeek-V4-Flash vs gpt-5.4,0.965362910070344,Cold 0,0
math_002,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,11,211,cross-model agreement,0.9703125123254616,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9698656158707599,Cold 0,0
math_002,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,111,211,cross-model agreement,0.965610893518141,gpt-4.1-mini vs gpt-5.4,0.9650896540436577,Cold 0,0
math_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,311,411,cross-model agreement,0.9674962875008595,DeepSeek-V4-Flash vs gpt-5.4,0.9669611658916888,Warm 1,1
math_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,311,511,cross-model agreement,0.9717360987397202,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9712736086822797,Warm 1,1
math_002,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,411,511,cross-model agreement,0.9672397017565794,gpt-4.1-mini vs gpt-5.4,0.9667002417967185,Warm 1,1
math_002,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,611,711,cross-model agreement,0.9654050256744493,DeepSeek-V4-Flash vs gpt-5.4,0.9648979420747316,Warm 2,2
math_002,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,611,811,cross-model agreement,0.9698938941930899,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9694556259119974,Warm 2,2
math_002,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,711,811,cross-model agreement,0.9651323091027473,gpt-4.1-mini vs gpt-5.4,0.964621103847243,Warm 2,2
math_003,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,12,112,cross-model agreement,0.9465369312664156,DeepSeek-V4-Flash vs gpt-5.4,0.9458387914449466,Cold 0,0
math_003,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,12,212,cross-model agreement,0.9531415215431099,DeepSeek-V4-Flash vs gpt-4.1-mini,0.952533919006181,Cold 0,0
math_003,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,112,212,cross-model agreement,0.9461207914109675,gpt-4.1-mini vs gpt-5.4,0.9454170637205239,Cold 0,0
math_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,312,412,cross-model agreement,0.9500654645230404,DeepSeek-V4-Flash vs gpt-5.4,0.9493400709230856,Warm 1,1
math_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,312,512,cross-model agreement,0.9562924456471649,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9556614444880451,Warm 1,1
math_003,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,412,512,cross-model agreement,0.9496758546391891,gpt-4.1-mini vs gpt-5.4,0.948944662060761,Warm 1,1
math_003,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,612,712,cross-model agreement,0.9453615077916409,DeepSeek-V4-Flash vs gpt-5.4,0.9446772348050075,Warm 2,2
math_003,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,612,812,cross-model agreement,0.9520900341373353,DeepSeek-V4-Flash vs gpt-4.1-mini,0.951494453780648,Warm 2,2
math_003,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,712,812,cross-model agreement,0.9449365603495888,gpt-4.1-mini vs gpt-5.4,0.9442468057439061,Warm 2,2
math_004,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,13,113,cross-model agreement,0.976278082246319,DeepSeek-V4-Flash vs gpt-5.4,0.9758880727602558,Cold 0,0
math_004,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,13,213,cross-model agreement,0.9794004301841187,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9790634448848105,Cold 0,0
math_004,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,113,213,cross-model agreement,0.9760893707869276,gpt-4.1-mini vs gpt-5.4,0.9756961692506775,Cold 0,0
math_004,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,313,413,cross-model agreement,0.9769991719102455,DeepSeek-V4-Flash vs gpt-5.4,0.9765914266365779,Warm 1,1
math_004,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,313,513,cross-model agreement,0.9800332198943214,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9796808922364242,Warm 1,1
math_004,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,413,513,cross-model agreement,0.9768161217594187,gpt-4.1-mini vs gpt-5.4,0.9764050457860368,Warm 1,1
math_004,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,613,713,cross-model agreement,0.9762176409031585,DeepSeek-V4-Flash vs gpt-5.4,0.9758401985647033,Warm 2,2
math_004,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,613,813,cross-model agreement,0.9793473711278411,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9790212978508066,Warm 2,2
math_004,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,713,813,cross-model agreement,0.9760284551327187,gpt-4.1-mini vs gpt-5.4,0.9756479197596761,Warm 2,2
math_005,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,14,114,cross-model agreement,0.9768198948405977,DeepSeek-V4-Flash vs gpt-5.4,0.9763989449113178,Cold 0,0
math_005,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,14,214,cross-model agreement,0.9798358136171507,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9794708497570679,Cold 0,0
math_005,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,114,214,cross-model agreement,0.9766350690122878,gpt-4.1-mini vs gpt-5.4,0.9762106822482643,Cold 0,0
math_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,314,414,cross-model agreement,0.9777694470965332,DeepSeek-V4-Flash vs gpt-5.4,0.9773415818016452,Warm 1,1
math_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,314,514,cross-model agreement,0.9806718360871125,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9803009874838589,Warm 1,1
math_005,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,414,514,cross-model agreement,0.9775921113807793,gpt-4.1-mini vs gpt-5.4,0.977160756131747,Warm 1,1
math_005,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,614,714,cross-model agreement,0.976601673189739,DeepSeek-V4-Flash vs gpt-5.4,0.9761877188360523,Warm 2,2
math_005,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,2,2,614,814,cross-model agreement,0.9796435608896533,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9792846650126789,Warm 2,2
math_005,gpt-5.4,gpt-4.1-mini,warm,warm,2,2,714,814,cross-model agreement,0.9764151270148871,gpt-4.1-mini vs gpt-5.4,0.9759977907676605,Warm 2,2
math_006,DeepSeek-V4-Flash,gpt-5.4,cold,cold,0,0,15,115,cross-model agreement,0.9724442268680427,DeepSeek-V4-Flash vs gpt-5.4,0.9719767957313545,Cold 0,0
math_006,DeepSeek-V4-Flash,gpt-4.1-mini,cold,cold,0,0,15,215,cross-model agreement,0.9761349139945038,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9757329913545614,Cold 0,0
math_006,gpt-5.4,gpt-4.1-mini,cold,cold,0,0,115,215,cross-model agreement,0.9722264620602366,gpt-4.1-mini vs gpt-5.4,0.9717552270121663,Cold 0,0
math_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,1,1,315,415,cross-model agreement,0.9731748400790916,DeepSeek-V4-Flash vs gpt-5.4,0.9726790120309798,Warm 1,1
math_006,DeepSeek-V4-Flash,gpt-4.1-mini,warm,warm,1,1,315,515,cross-model agreement,0.9767727314824578,DeepSeek-V4-Flash vs gpt-4.1-mini,0.9763462772480441,Warm 1,1
math_006,gpt-5.4,gpt-4.1-mini,warm,warm,1,1,415,515,cross-model agreement,0.9729627353797259,gpt-4.1-mini vs gpt-5.4,0.9724628820913694,Warm 1,1
math_006,DeepSeek-V4-Flash,gpt-5.4,warm,warm,2,2,615,715,cross-model agreement,0.9718741880457172,DeepSeek-V4-Flash vs gpt-5.4,0.9714062297699948,Warm 2,2
